preds	OR	low.ci	hi.ci
(Intercept)	0	0	4.27643620057308e-307
year	1.4763707308167	1.41624351969915	1.53905066783661
log(SJR)	2.89044977134313	2.55453028975695	3.27054250018404
molecular_cellular	0.908111097220962	0.544747399358986	1.51384984281937
